DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
19/06/2014,C2,"Circulate prior to cement job (1130 lpm, 260 psi), no losses, max gas 4.2%/BG 0.9%. Whilst PJSM. Line up cement unit. Pump 0.79 m3 SW, Pressure test line 300/4800 psi. Pump 2.38 m3 SW"
19/06/2014,C1,"Continue RIH 7"" casing from 1063 m to 1212 m. No losses. Avg speed 18-21 jts/hr"
19/06/2014,C2,"Drop bottom plug. Mix and pump 16.33 m3 1.50 SG lead slurry, 14.74 m3 1.91 SG tail slurry (use 12.6"" OH). No losses."
19/06/2014,C3,"Hold PJSM. Bleed off pressure on diverter overshot system. N/d and Pick up 13-5/8"" BOP c/w risers & wellhead adaptor & mandrel, above platform top deck. *** Rig release from AT-25-P to AT-25-H on 30-June-14 at 03:30 hrs *** 8.47 days vs 7.88 days AFE. Note: - Break out and L/d 4"" XT-39 saver sub.  ***Offline Operations*** 03:45-04:45 N/u cement bonnet, Retrieve BPV. N/u cement head and line. Line up to rig pump. 04:45-05:45 Circulate btms up (990 lpm, 2720 psi) max gas 14.2%, reduce to BG 0.4%. No losses. MW in/out 1.15 sg. 05:45-06:30 Rig pump 24 m3 of 1.40 SG MCS-GS spacer with 790 lpm, 1000-1750 psi. 06:30-08:15 Line up to cement unit. Pressure test line to 250/5000 psi. Mix and pump 36.15 m3 of 1.68 SG single slurry. Flush line with 3.2 m3 of SW and 0.48 m3 of 1.03 SG retarded KCL brine (Use 6.45"" OH for calculation). 08:15-08:45 Drop plug. Displace with 0.79 m3 of 1.03 SG retarded KCL brine, 6.98 m3 of 0.77 SG base oil and 0.79 m3 of retarded brine (Total 8.57 m3). Bump plug, final circulating pressure 2670 psi (250 lpm). Pressure test tubing to 4000 psi. CIP at 08:30 hrs. Note: Exercise DHSV several times while displacing cement, No losses during cement job. Differential pressure cal/actual = 1730/2420 psi. 08:45-09:00 Perform inflow test 2000/1000 psi for 15 min. Bleed off, fluid flow back 0.16 m3. Check float holding. Est/ Plan TOC at 569/700 m from volumetric, pure spacer return 15.58 m3. "
19/06/2014,P4F,"M/u circulating swedge. Break circulation 700 lpm, 1400 psi, no losses. L/d same."
19/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1699.5 m to 2728 mMD/2178.4 mTVD with 1.15 sg NABM, no gain/losses. BHCT 147 C. BG 0.3%. Max gas 9.01% @2220.5 mMD/1796.5 mTVD. Drilling parameters: WOB 8-11 klbs, 1000 lpm, 2150 psi (FG), 2000 psi (UG), 200-220 rpm, Tq on/ off 7-9/5-6 kft-lbs Rotate 1028.5 m/ 14.4 hrs. Avg ROP 71 m/hr. UG 23%, FG 77% P/u 193 klbs, S/o 135 klbs, Rot 156 klbs. - Control on btm ROP max 100 m/hr for LWD realtime data. - Pump tandem pill (low vis/hi dens) at 2070, 2450 m, cuttings increase at shakers 25-50% - Top 2B 1790 mMD/1467.8 mTVD: CLY 15-100%,SST tr-85%, COAL tr. - Top 2A 1911 mMD/1560 mTVD: CLY 40-100%,SST tr-30%, COAL tr-5. - Top FM1 2172 mMD/ 1760 mTVD: CLY 20-100%,SST tr-80%. - Last survey at 2697.47 m: 39.36 incl, 149.26 azi, 2.8 m above, 33.3 m left from plan well path.  00:00-06:00 hrs Operations ======================= 00:00-04:15 Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 2728 m to TD 2872 mMD/ 2290.4 mTVD with 1.15 sg NABM, no losses. BHCT 151.5 C. BG 0.2-0.3%. - Control on btm ROP max 100 m/hr for LWD realtime data. - Pump tandem pill (low vis/hi dens) at 2707 m, cuttings increase at shakers 20% - Pump off test at 2823 m 0.2%/BG 0.2% - Projection at TD: 38.64 incl, 148.65 azi, 1.2 m below, 39.7 m left from plan well path. 04:15-06:00 Pump Low-vis/Hi-dens tandem pill, circulate pill out. Btm up 90% clay, 10% sand. Perform pump off test. Continue circulate hole clean and condition mud (1000 lpm, 2050 psi, 100 rpm, 6-7 kft-lbs). Hole size from propane lag check first/peak = 6.28""/6.48"". Hole size from tandem pill 6.5"". "
19/06/2014,P4F,"RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ from 1232 m to 1424 m. M/u XO. Continue RIH with 2-7/8"" 6.4# L80 13CR JFE Bear to 2696 m. No losses. Avg running speed 21-24 jts/hr."
19/06/2014,G5,"Perform SRFT logging 2070 m to 2500 m. Total 24 pressure test (13 normal, 1 dry, 1 tight, 6 unstable, 1 partial leak, and 2 samples). Max formation pressure 1.02 sg EMW @ 2330 mMD/ 1877.7 mTVD. Min formation pressure 1.00 sg EMW @ 1472.5 mMD/ 1226.5 mTVD. - No losses/gain while logging."
19/06/2014,P4F,"M/u XO & pump assy. Stage up pump 1090 lpm. Circulate bottom up whilst reciprocating string (1090 lpm, 2700 psi), no losses. Max gas 10%, reduce to BG 0.3%. L/d same."
19/06/2014,P4F,"RIH 2-7/8"" completion with 5000 psi in control line from 2696 m to 2758 m. No losses  00:00-06:00 hrs Operations ======================= 00:00-00:45 RIH 2-7/8"" completion with 5000 psi in control line from 2758 m to 2834 m. 00:45-01:45 M/u tubing hanger (with BPV pre-installed). Cut and terminate control line to hanger. M/u hanger to string & running tool. Connect and pressure test control line 7500 psi. Displace BOP and riser with sea water. Drain BOP stack. 01:45-02:00 RIH and land tubing with 27 Klbs string to 2864.88 m (P/U 127 klbs, S/O 99 klbs).Pressure test seal to 5000 psi/5 min. Expand lock ring. Pull test 10 klbs above P/U weight. Pressure test again 5000 psi/10 min. FS at 2864.88 m (2284.84 mTVD), FC at 2863.98 m, DHSV at 161 m. Total run 111 jts 2-7/8"" 6.4# CS L80 TPCQ R3, 111 jts 2-7/8"" 6.4# 13Cr L80 JFE Bear R3, 5 jts CS L80 TPCQ pup, 1 jt 13Cr L80 JFE Bear pup, 1 DHSV, 1 FS, 1 FC. 02:00-02:30 M/u circulating swedge. Break circulation 700 lpm, 1400 psi, no losses. L/d same. 02:30-03:00 Release running tool. L/d landing jts. R/d 2-7/8"" running equipment. 03:00-03:30 Hold PJSM. Bleed off pressure on diverter overshot system. N/d and Pick up 13-5/8"" BOP c/w risers & wellhead adaptor & mandrel, above platform top deck. *** Rig release from AT-25-P to AT-25-H on 30-June-14 at 03:30 hrs *** 8.47 days vs 7.88 days AFE. ***Offline Operations*** 03:45-04:45 N/u cement bonnet, Retrieve BPV. N/u cement head and line. Line up to rig pump. 04:45-06:00 Circulate btms up (990 lpm, 2720 psi) max gas 14.2%, reduce to BG 0.4%. No losses. MW in/out 1.15 sg. +++AT-25-H+++ 03:30-04:30 PJSM. Skid rig from AT-25-P to AT-25-H. Align to well center. 04:30-05:15 N/u BOP c/w wellhead adaptor&risers to wellhead. Power up accumulator, function BOP. Meanwhile change saver sub to HT55. 05:15-06:00 M/u and RIH cup tester. Fill up BOP. Pressure test BOP connections - in progress."
19/06/2014,P4F,"Hold PJSM. P/u shoe joint, check floats. RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ to 1232 m (inside 7"" casing shoe). Avg 20-21 jts/hr. No losses. Note: - L/d 1 damaged joint while pick up, and 1 jt not pass drift (TPCQ). M/u XO & pump assy. Break circulate to 450 lpm, 150 psi. No losses."
19/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1642.5 m to 1699.5 mMD/ 1399 mTVD with 1.15 sg NABM, no gain/losses. BHCT 98 C. BG 0.4%. Drilling parameters: WOB 8-10 klbs, 1000 lpm, 1900 psi (FG), 1700 psi (UG), 220 rpm, Tq on/ off 4-6/3-4 kft-lbs Rotate 57 m/ 0.61 hrs. Avg ROP 93 m/hr. UG 17%, FG 83% P/u 158 klbs, S/o 118 klbs, Rot 140 klbs. - Control on btm ROP max 100 m/hr for LWD realtime data. - Top 2C 1560 mMD/1293.1 mTVD: CLY 95-100%,SST tr, COAL tr-5%. - Last survey at 1689.53 m: 40.32 incl, 151.51 azi, 2.5 m below, 8.3 m left from plan well path.  00:00-06:00 hrs Operations ======================= 00:00-06:00 Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1699.5 m to 1980 mMD/ 1612 mTVD with 1.15 sg NABM, no losses. BHCT 114 C. BG 0.4%. - Control on btm ROP max 100 m/hr for LWD realtime data. - Top 2B 1790 mMD/1467.8 mTVD: CLY 20-100%,SST tr-80%, COAL tr. - Top 2A 1911 mMD/1560 mTVD. - Last survey at 1948.26m: 40.07 incl, 150.94 azi, 2.6 m below, 10.9 m left from plan well path."
19/06/2014,FN7,"Wash down from 1613 m to 1642.5 m 100 m/hr for logging purpose. Trip gas 9.72%, reduce to BG 0.4%. Note: - Whilst washing down and close to btm up, observe flow line fluctuating from normal 30% to 45% with rise in gas, no gain/loss. Shut well in - 5 min, SICP/SIDP 0/0 psi. Open well up, continue circulate until gas down and flow line stable."
20/06/2014,F1,"Continue drilling 6-1/8"" directional hole (AGS/MWD/Gr-Res/Neu-Dens) from 1237 m to 2245 mMD/ 2027.4 mTVD with 1.15 SG NABM. BHCT 133.5?C. BG 0.3%, Max gas 3.3% @ 1484.0 mMD/ 1333.5 mTVD. Formation: - Top 2B: 1330 mMD/ 1192.8 mTVD: 20-100% CLY, 0-80% SST, tr% COAL. - Top 2A: 1400 mMD/ 1256.7 mTVD: 20-100% CLY, 0-80% SST, tr% COAL. - Top FM1: 1570 mMD/ 1412.1 mTVD: 20-100% CLY, tr-80% SST. - Top FM0: 2190 mMD/ 1976.7 mTVD: 30-100% CLY, 0-70% SST.  Drilling parameters: Rotate: WOB 8-16 klbs, 1050-1100 lpm, 2300-2700 psi (FG), 2100-2200 psi (UG), 150-220 rpm, Tq on/ off 6-10/ 4-6 kft-lbs. Rotate: 1008 m/ 13.31 hrs. Avg ROP 75.73 m/hr. UG 11.5%, FG 88.5%.  P/U 190 klbs, S/O 129 klbs, Rot 155 klbs. On btm daily/cum = 59.82% / 59.82%. - Unable to detect Gr real time data from 2237 mMD/ 2020.1 mTVD. - Reduce RPM to 180 and 150 prior to enter through FM1 and FM0 respectively. - No downhole losses/gain observed while drilling. - Back ream the hole last 2 stands once kelly down for hole cleaning. - Control on btm ROP max 100 m/hr for LWD real time data. - Pump tandem pill (3.2 m3 low vis and 4.8 m3 Hi den) at 1525 m, 2014 m, and 2188 m. - Observe 20-25% cutting increase once tandem pill on surface, Avg hole size 6.4"", 6.7"", 6.7"". - Take SCR at 2071 mMD/ 1868 mTVD, MP #2/ #3: 10/ 380/ 400, 20/ 700/ 680, 30/ 1100/ 1150 (SPM/ Psi/ Psi). - Last survey at 2235.8 m: 22.87 incl, 111.48 azi, 10.35 m above, 12.32 m left from plan well path.  00:00 - 06:00 hrs Operation ====================== 00:00 - 04:45 hrs Continue drilling 6-1/8"" directional hole (AGS/MWD/Gr-Res/Neu-Dens) from 2245 m to 2313 mMD/ 2090 mTVD with 1.15 SG NABM (Well TD). BHCT 135.0?C. BG 0.2%, No max gas. - ROP dropped to 10-20 m/hr from 2260 mMD/ 2041.3 mTVD. - No downhole losses/gain observed while drilling. - Inject propane at last connection before TD, Avg hole size: First 6.27"", Peak = 6.67"". - Projection at TD: 23.51 incl, 110.6 azi, 10.13 m above, 15.28 m left from plan well path. 04:45 - 05:30 hrs Pump Tandem pill (3.2 m3 low vis and 4.8 m3 Hi den). Circulate hole clean meanwhile reciprocating the string until pill out on surface with 1100 lpm, 2100 psi (UG), 160 rpm, 5-7 kft-lbs, No losses. - Hole size from Tandem pill = 6.5"", observe 5-10% cutting increase once pill on surface. - Bottom up sample 90% sandstone. 05:30 - 06:00 hrs Perform pump off test. Pump Tandem pill (3.2 m3 low vis and 4.8 m3 Hi den). Continue circulate the hole and condition mud meanwhile reciprocating the string_ in progress."
20/06/2014,F9,"Circulate hole clean prior to perform FIT with 1000 lpm, 1700 psi (UG), 50 rpm, 2-4 kft-lbs. Note: Bottom up sample: 30% clay, 70% cmt.  00:00 - 06:00 hrs Operation ======================= 00:00 - 00:45 hrs Space out drill string to inside 7"" casing (1229.4 mMD/ 1100.5 mTVD). R/U test assy. Flush lines on annulus/ string and Pressure test lines to 250/ 1500 psi for 5/10 min_ok. 00:45 - 01:45 hrs Perform FIT to 1.60 SG EMW, 704 psi with 1.15 SG NABM. Pump excess NABM from cement unit. L/D assy. Wash down 6-1/8"" BHA to bottom. Note: Volume Pumped/Returned = 0.19 m3. 01:45 - 06:00 hrs Continue drilling 6-1/8"" directional hole (AGS/MWD/Gr-Res/Neu-Dens) from 1237 m to 1420 mMD/ 1275 mTVD with 1.15 SG NABM. BHCT 88.5?C. BG 0.3%, Max gas 1.05% @ 1318.0 mMD/ 1181.79 mTVD. Formation: - No downhole losses/gain observed while drilling. - Control on btm ROP max 100 m/hr for LWD real time data. - Last survey at 1370.4 m: 24.41 incl, 117.55 azi, 6.32 m above, 3.66 m left from plan well path."
20/06/2014,F2B,"Continue RIH 6-1/8"" directional BHA from 552 m to 1150 m, Avg tripping speed 15-16 stds/hr with X-Y Racker. Wash down from 1150 m to tag TOC at 1200 m with 400 lpm, 350 psi, 5 klbs WOB. Note: No loss/gain observed during tripping."
20/06/2014,F4,"Pump 6.4 m3 hi-vis sweep. Circulate hole clean until sweep out on surface. Displace well to 1.12 SG PAC/PHPA. Circulate hole clean and condition mud until shaker clean with 3000 lpm, 1450 psi, 120 rpm, 5-6 kft-lbs. Take SCR at TD. Note: No losses. Hole size from hi-vis sweep 13.3"", PAC/PHPA 13.3"". - Bottom up sample at TD 90% claystone, 10% sand stone. - MP #2/ #3: 20/ 200/ 195, 30/ 260/ 270, 40/ 320/ 300 (SPM/ Psi/ Psi)."
20/06/2014,C1,"Wash down 7"" casing with 560 lpm, 140 psi from 1199 m and land hanger in to wellhead at 1229.44 m with 62 klbs string wt (P/U 215, S/O 134).  Note:  - FS @ 1229.44 mMD/ 1100.51mTVD, FC @ 1204.25 m.  - Total run 94 jts of 7"" 29# TPCQ L80 R3 (1 Damaged, Total 95 jts), 1xFS jt, 1xInt jt, 1xFC jt. - No loss/gain observed during running 7"" casing."
20/06/2014,C2,"Circulate bottom up prior to perform cement job by stage pump up to 1050 lpm, 240 psi_ no losses. Max gas 2.77%. Offline: Change out 20' casing bails to drilling bails, and change out TDS saver sub to XT-39. "
20/06/2014,C2,"Drop top plug. Displace with 1.6 m3 of 1.15 SG NABM. Switch to rig pump. Continue to displace cement with 22.18 m3 of 1.15 SG NABM with 700-420 lpm, 350-640 psi. Bump plug at 982 stoke, 642 psi (Cal 317 psi, pump eff 99%). CIP @ 20:00 hrs. Pressure test casing by cement unit to 3800 psi for 10 mins_ok. Bleed off pressure and check float holding _ ok. Estimated TOC by volumetric @ 700 mMD (Plan TOC @ 700 mMD). Note: No loss/gain observed during cement job. "
20/06/2014,F3,"Perform pump off test. Pump Tandem pill (3.2 m3 low vis and 4.8 m3 Hi den). Continue circulate the hole and condition mud meanwhile reciprocating the string with 1100 lpm, 2100-2050 psi (UG), 160 rpm, 5-6 kft-lbs, No losses. - Hole size from Tandem pill = 6.65"", observe 5% cutting increase once pill on surface. - BG = 0.2%, No pump off gas."
20/06/2014,F1,"Continue drilling 6-1/8"" directional hole (AGS/MWD/Gr-Res/Neu-Dens) from 2245 m to 2313 mMD/ 2090 mTVD with 1.15 SG NABM (Well TD). BHCT 135.0?C. BG 0.2%, No max gas. Drilling parameters: Rotate: WOB 14-16 klbs, 1050 lpm, 2450 psi (FG), 150-160 rpm, Tq on/ off 8-10/ 5-7 kft-lbs. Rotate: 68 m/ 3.318 hrs. Avg ROP 20.49 m/hr. FG 100%.  P/U 190 klbs, S/O 137 klbs, Rot 155 klbs. On btm daily/cum = 69.85% / 64.84%. - Unable to detect Gr real time data from 2237 mMD/ 2020.1 mTVD. - No downhole losses/gain observed while drilling. - Back ream the hole every stands once kelly down for hole cleaning. - ROP dropped to 10-20 m/hr from 2260 mMD/ 2041.3 mTVD. - Inject propane at last connection before TD, Avg hole size: First 6.27"", Peak = 6.67"". - Projection at TD: 23.51 incl, 110.6 azi, 10.13 m above, 15.28 m left from plan well path."
20/06/2014,P4F,"P/U shoe joint, check floats_ ok. RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ to 866 m. Continue RIH with 2-7/8"" 6.4# L80 13CR JFE Bear to 7"" casing shoe at 1229 m. Avg running speed 17-18 jts/hr.  Note: No loss/gain observed while running completion in cased hole.  00:00 - 00:30 hrs Break circulation at 7"" casing shoe by stage pump up to 440 lpm, 250 psi_ good return. - No loss/gain observed while running completion in cased hole. 00:30 - 04:45 hrs Continue to RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 13CR JFE Bear from 1229 m to DHSV level at 2140 m, Avg running speed 18-19 jts/hr. - No loss/gain observed while running completion in open hole. 04:45 - 05:00 hrs M/U circulating swedge and surface line. Circulate the well with MP #1_ observe pressure at 700 psi with 800 lpm. 05:00 - 05:30 hrs Troubleshooting on MP1 due to low pressure. Establish circulation with MP #2 to get correct circulating pressure at 1000 lpm, 1900 psi.  05:30 - 06:00 hrs Circulate bottoms up meanwhile reciprocating string_ in progress.  Offline Operation AT-25-G (ST) ========================== 19:00 - 19:45 hrs Install surface line at wellhead and X-mas tree. Line up to cement unit. Flush the line overboard with SW. Pressure test surface line to 250/5000 psi for 5/10 min_ ok. 19:45 - 21:00 hrs Line up to rig pump. Establish conventional circulation by stage pump up to 800 lpm, 750-850 psi. Circulate full circulation and displace the well with Flesh 1.15 SG NAMB (Return through choke manifold_ Fully open), No gas/ loss/ gain observed. Note: MW out vary from 0.99-1.20 SG during circulation, final MW in/out = 1.15 SG NABM. 21:00 - 21:30 hrs Shut the well at X-mas tree and wellhead side outlet valve. Install pressure gauge and monitor on pressure. Note: Initial pressure kill string/ annulus = 0/ 0 psi, 6 o'clock (25 July 14) kill string/ annulus = 0/ 380 psi."
20/06/2014,F3,"Pump Tandem pill (3.2 m3 low vis and 4.8 m3 Hi den). Circulate hole clean meanwhile reciprocating the string until pill out on surface with 1100 lpm, 2100 psi (UG), 160 rpm, 5-7 kft-lbs, No losses. - Hole size from Tandem pill = 6.5"", observe 5-10% cutting increase once pill on surface. - Bottom up sample 90% sandstone."
20/06/2014,P4F,"Continue RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 13CR JFE Bear from 1229 m to DHSV level at 2140 m, Avg running speed 18-19 jts/hr. - No loss/gain observed while running completion in open hole."
20/06/2014,P4F,"Circulate bottoms up meanwhile reciprocating string until gas down and mud condition with 1000 lpm, 1900 psi, no losses, BG 0.2%, Max gas 1.92%."
20/06/2014,P4F,"M/U circulating swedge and surface line. Stage up pump to 700 lpm and circulate bottom up until gas down and mud condition with 850 lpm, 1650 psi, no losses, BG 0.2%, Max gas 4.94%.  Offline Operation AT-25-G (ST) ========================== 06:30 - 07:00 hrs Bleed off pressure from annulus of well G (ST) from 380 psi to 0 psi via surface line to shaker_ no flow return observed. 07:00 - 11:00 hrs Monitor pressure on kill String and annulus 4 hours. Note: kill string/ Annulus; initial pressure = 0/ 0 psi, final pressure = 0/ 0 psi. 11:00 - 11:45 hrs N/D X-mas tree. "
20/06/2014,P4F,"Hold PJSM. Bleed off pressure on diverter overshot system. N/D and Pick up 13-5/8"" BOP connected with risers & wellhead adaptor & mandrel, above platform top deck.  *** Rig release from AT-25-F to AT-25-G (ST) at 13:00 hrs on 25-July-14 ***  6.41 days vs 7.56 days AFE.   2-7/8"" Completion cementing offline ============================ 14:00 - 14:45 hrs Prepare wellhead. Retrieve BPV. N/U cement bonnet and test connections_ ok. N/U cement head and line. Line up to rig pump. 14:45 - 15:45 hrs Rig pump 24.0 m3 of 1.40 SG MCS-GS spacer with 700 lpm, 360-570 psi. 15:45 - 16:00 hrs Line up to cement unit. Pressure test line to 250/ 4800 psi.  16:00 - 16:45 hrs Cement unit mix and pump 25.1 m3 of 1.68 SG single slurry with 680 lpm, 1200-2150 psi (Use 6.5"" OH for calculation). Flush line with 3.2 m3 of SW and 0.48 m3 of 1.03 SG retarded KCL brine. 16:45 - 17:30 hrs Drop plug. Displace with 0.79 m3 of 1.03 SG retarded KCL brine, 5.29 m3 of 0.77 SG base oil and 0.79 m3 of retarded brine (Total 6.87 m3) with 550-250 lpm, 1200-2300 psi. Bump plug with 250 lpm and final pumping pressure 2300 psi. Pressure test tubing to 4000 psi. CIP at 17:15 hrs. Note: Exercise DHSV several times while displacing cement, 1 bbl losses during cement job. 17:30 - 18:00 hrs Perform inflow test 2000/1000 psi for 15 min. Bleed off and check float holding_ ok, fluid flow back 0.13 m3. Est/ Plan TOC at 717/ 829 m from volumetric, pure spacer return 12.88 m3."
21/06/2014,C2,"Circulate bottom up prior to perform cement job by stage pump up to 1050 lpm, 250 psi_ no losses. Max gas 2.77%. Offline: L/D circulating tool from TDS, and change out TDS saver sub and TDS bails."
21/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1888 m to 2962 mMD/2027 mTVD with 1.15 sg NABM, no losses. BHCT 142.5 C. BG 0.4-0.6%, Max gas 5.45%@2022 mMD/ 1376.4 mTVD Drilling parameters: WOB 10-14 klbs, 1000 lpm, 2300 psi (FG), 2150 psi (UG), 230 rpm, Tq on/ off 9-10/7-8 kft-lbs Rotate 1074 m/ 13.89 hrs. Avg ROP 77 m/hr. UG 39%, FG 61% P/u 189 klbs, S/o 128 klbs, Rot 147 klbs. On btm daily/cum = 58/58% - Control on btm ROP max 100 m/hr for LWD realtime data. - Pump Lo-vis/Hi-dens pill at 2100 m, 2442 m, 2792 m, cuttings increase at shakers 20-30% - Last survey at 2928 m: 45.33 incl, 43.03 azi, 0.6 m above 28 m left from plan well path. - Top 2B 2060 mMD/ 1403.2 mTVD: CLY 20-100%, SST tr-80%, COAL tr%. - Top 2A 2184 mMD/ 1490 mTVD: CLY 20-100%, SST tr-80%. - Top FM1 2470 mMD/ 1687.5 mTVD: CLY 20-100%, SST tr-80%.  00:00-06:00 hrs Operations ======================= 00:00-03:00 Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 2962 m to TD 3051 mMD/ 2090.4 mTVD with 1.15 sg NABM, no losses/gain. BHCT 145.5 C. BG 0.4%. - Control on btm ROP max 100 m/hr for LWD realtime data. - From 2937 m, ream full stand prior to connection. - After 2879 m, observe pump off gas 1.00-1.79%/BG 0.4%, estimate from 2610 m. - Perform 10 min pump off test at 3025 m, pump off gas 1.05%/BG 0.4%, estimate from 2610 m. - Projection at TD: 44.23 incl, 42.53 azi, 2.1 m below 33.6 m left from plan well path. 03:00-06:00 Pump Low-vis/Hi-dens tandem pill, circulate pill out, 5% increase. Btm up 100% clay. Perform 10 min pump off test. Pump 2nd tandem pill. Continue circulate hole clean and condition mud (1000 lpm,2100 psi, 100 rpm, 7-8 kft-lbs). Pump off gas 1.32%/BG 0.4% (estimated from 2610 m), pump off gas from TD 0.4%. Hole size from propane lag check first/peak = 6.2""/6.4"". Hole size from tandem pill 6.3""."
21/06/2014,C2,"Drop top plug. Cement unit displace with 1.59 m3 of 1.15 sg NABM. Rig displace cement with 28.08 m3 of 1.15 sg NABM, bump plug to 1000 psi, 1252 strokes (98.2% MP eff). Final circulating pressure 550 psi at 310 lpm (Differential pressure Actual/Cal 400 psi/ 264 psi). CIP 07:00 hrs. Line up to cement unit, pressure test casing to 3800 psi. Bleed off pressure, no back flow (Bleed back 0.72 m3). No losses while cementing. Est TOC from no losses act/plan = 700/700 m. "
21/06/2014,C1,"Continue RIH 7"" casing with CRTi tool from 1238 m to 1496 m (21 jts), no losses. Avg 10 jt/hrs (Speed range 8-13 jts/hr)."
21/06/2014,C2,"R/u cement head and lines. Line up to rig pumps. Circulate prior to cement (1130 lpm, 290 psi), no losses. Whilst change out saver sub to 4"" XT-39."
21/06/2014,F1,"Drill 8-1/2"" hole (Motor/MWD) from 352 m to 1411 mMD/952.7 mTVD with 1.03 sg SW. BG 1.0%, Max gas 2.25%@1174 mMD/822.6 mTVD. BHCT 49 C Rotate: WOB 5-15 klbs, 2650-3000 lpm, 1200-1400 psi, 80-120 rpm, Tq on/off 7-9/5-6 kft-lbs Slide: WOB 5-12 klbs, 2650-3000 lpm, 1200-1350 psi P/u 176 klbs, S/o 122 kbls, Rot 137 klbs Rotate 865.5m/3.67 hrs, Avg ROP 236 m/hr. Slide 193.5m/1.67hrs, Avg ROP 116 m/hr On bottom %, daily/cum = 37%/37% - Pump 4.8-6.4 m3 of Hi-vis sweep every 3 stands. - Last survey at 1383.15 m: 52.48 incl, 39.71 azi, 2.2 m above and 8.1 m right from plan.  00:00-06:00 hrs Operations ======================= 00:00-03:00 Drill 8-1/2"" hole from 1411 m to section TD 1531 mMD/ 1037 mTVD wtih 1.03 sg SW. BG 0.1%. BHCT 51 C. - Projection at TD: 45.37 incl, 45.18 azi, 1.3 m below and 10.5 m right from plan. - Hole size from carbide first/peak = 12.95""/13.69"" 03:00-05:30 Pump 6.4 m3 hi-vis sweep. Displace well to 1.12 sg PAC/PHPA. Bottom up sample 100% clay. Circulate hole clean and condition mud (3000 lpm, 1070 psi, 100 rpm, 6-8 kft-lbs). No losses. Hole size from hi-vis sweep 12.9"", PAC/PHPA 12.9"". 05:30-06:00 Flow check, hole static. POOH 8-1/2"" BHA to 1470 m, hole take correct displacement."
21/06/2014,P4F,"M/u XO & pump assy. Stage up pump 1020 lpm. Circulate bottom up whilst reciprocating string (1020 lpm, 2640 psi), no losses. Max gas 6.23%, reduce to BG 0.3%. L/d same."
21/06/2014,P4F,"Hold PJSM. Bleed off pressure on diverter overshot system . N/d and Pick up 13-5/8"" BOP c/w risers & wellhead adaptor & mandrel, above platform top deck. ***Rig release from AT-25-H to AT-25-B on 07-July-14 at 09:00 hrs *** 7.67 days vs 7.98 days AFE. Perform cement job offline.  ***Offline Operations*** 09:30-10:30 N/u cement bonnet, Retrieve BPV. N/u cement head and line. Line up to rig pump. 10:30-13:00 Circulate btms up (890 lpm, 2400 psi) max gas 7%, reduce to BG 0.3%. No losses. MW in/out 1.17 sg. 13:00-13:30 Rig pump 25 m3 of 1.40 SG MCS-GS spacer with 840 lpm, 1080-2300 psi. No losses. 13:30-15:00 Line up to cement unit. Pressure test line to 250/5000 psi. Mix and pump 37.3 m3 of 1.68 SG single slurry (630 lpm, 653-2200 psi). Observe contaminated spacer return prior to finish pumping cement. Flush line with 3.2 m3 of SW and 0.48 m3 of 1.03 SG retarded KCL brine.  15:00-15:45 Drop plug. Displace cement as per pump schedule (630-250 lpm) with 0.79 m3 of 1.03 SG retarded KCL brine, 7.52 m3 of 0.77 SG base oil and 0.79 m3 of retarded brine (Total 9.1 m3). Bump plug, final circulating pressure 2300 psi (250 lpm). Pressure test tubing to 4000 psi/10min. CIP at 15:30 hrs. - Loss 15.42 m3 during pumping & displacing cement. Observe 0.95 m3 of contaminated spacer & 2.23 m3 of pure spacer return. - Use 6.30"" OH & Plan TOC 700 mMD/584 mTVD for calculation. Differential pressure cal/actual = 2340/2200 psi. -  Volumetric calculation estimated TOC 1500 m (1015 mTVD). - Differential pressure calculation estimated TOC 1405 mMD (950 mTVD).  - Exercise DHSV several times while displacing cement 15:45-16:15 Perform inflow test 2000/1000 psi for 15 min. Bleed off, fluid flow back 0.27 m3. Check float holding."
21/06/2014,P4F,"M/u circulating swedge. Break circulation 700 lpm, 1400 psi, no losses. L/d same."
21/06/2014,P4F,"Continue RIH 2-7/8"" completion with 6.4# L80 13CR JFE Bear from 2648 to 2876 m. No losses. Avg running speed 18-21 jts/hr."
